"Player","Team","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Passing Att","Passing Com","Passing X-Com","Passing Int","Passing X-Int","Passing Yds","Passing X-Yds","Passing TD","Passing X-TD","Scrambles Yds","Scrambles X-Yds","Scrambles TD","Scrambles X-TD","Designed Runs Yds","Designed Runs X-Yds","Designed Runs TD","Designed Runs X-TD"
"Jake Browning","CIN","10.7","12.4","-1.700000000000001","10.7","12.4","-1.7","1","14","8","8.65","0","0.31","68","104.75","1","1.17","40","26.1609","0","0.209","0","0","0","0"
"Jordan Love","GB","20.3","18","2.3000000000000007","20.3","18","2.3","1","40","27","26.01","0","0.74","322","275.95","2","1.59","0","0","0","0","-6","7.134","0","0.1"
"Lamar Jackson","BLT","24","20","4","24","20","4","1","26","16","14.19","0","0.59","264","188.63","2","1.69","20","26.4771","0","0.1805","34","19.649","0","0.09"
"Tommy DeVito","NYG","22.5","13.5","9","22.5","13.5","9","1","26","18","16.95","0","0.57","246","198.55","3","1.36","7","7.3098","0","0","0","0","0","0"
"Baker Mayfield","TB","13.3","22.3","-9","13.3","22.3","-9","1","45","29","28.32","1","1.39","246","305.28","1","2.65","3","5.5707","0","0","2","3.3512","0","0"
"Aidan O'Connell","LV","12.1","16.4","-4.299999999999999","12.1","16.4","-4.3","1","41","24","25.08","3","1.22","271","319.53","1","1.09","0","0","0","0","3","3.92","0","0.01"
"Tim Boyle","NYJ","0.4","4.7","-4.3","0.4","4.7","-4.3","1","14","7","10.64","1","0.3","33","111.89","0","0.02","0","0","0","0","1","3.773","0","0.01"
"Brock Purdy","SF","26.7","13.3","13.399999999999999","26.7","13.3","13.4","1","25","21","16.97","0","0.73","333","202.31","3","1.21","16","13.0758","0","0","-2","-2","0","0"
"Drew Lock","SEA","-0.9","2.1","-3","-0.9","2.1","-3","1","6","2","3.02","1","0.26","3","58.88","0","0","0","0","0","0","0","0","0","0"
"Zach Wilson","NYJ","7.7","8.5","-0.7999999999999998","7.7","8.5","-0.8","1","15","7","9.47","1","0.22","81","99.31","1","0.53","15","21.6132","0","0","0","4.2826","0","0"
"Will Levis","TEN","14.5","9.9","4.6","14.5","9.9","4.6","1","17","13","11.59","0","0.32","158","121.13","2","1.13","4","6.3612","0","0","-2","2.6648","0","0"
"Tua Tagovailoa","MIA","20.6","19.4","1.2000000000000028","20.6","19.4","1.2","1","39","28","25.43","1","0.76","325","302.48","2","1.87","7","6.3891","0","0","-1","-1","0","0"
"Dorian Thompson-Robinson","CLV","7.6","15.4","-7.800000000000001","7.6","15.4","-7.8","1","43","24","30.56","1","0.6","165","258.61","0","1.02","9","7.3935","0","0","11","8.5848","0","0"
"Geno Smith","SEA","13.2","12.1","1.0999999999999996","13.2","12.1","1.1","1","34","22","21.37","0","0.72","233","220.98","1","1.03","0","0","0","0","-1","-1","0","0"
"Kyler Murray","ARZ","22.7","19.4","3.3000000000000007","22.7","19.4","3.3","1","30","20","19.84","1","0.85","214","234.55","1","0.66","43","25.6122","0","0.285","8","10.359","1","0.49"
"Davis Mills","HST","0.1","0.3","-0.19999999999999998","0.1","0.3","-0.2","1","1","1","0.95","0","0.01","2","5.8","0","0.01","0","0","0","0","0","0","0","0"
"Trevor Lawrence","JAX","32.2","26.9","5.300000000000004","32.2","26.9","5.3","1","32","24","20.39","0","0.7","262","242.29","2","2.4","14","12.7038","1","0.285","3","7.8498","1","0.75"
"Kyle Allen","BUF","-0.2","-0.2","0","-0.2","-0.2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","-2","0","0"
"Kenny Pickett","PIT","5.1","8.3","-3.200000000000001","5.1","8.3","-3.2","1","28","15","16.21","0","0.47","106","177.54","0","0.01","9","13.7547","0","0","0","3.0278","0","0"
"Joshua Dobbs","MIN","19.9","20.3","-0.40000000000000213","19.9","20.3","-0.4","1","32","20","20.62","1","0.82","221","226.53","1","1.54","17","27.3885","1","0.2565","4","15.9642","0","0.01"
"Matthew Stafford","LA","10.7","17.3","-6.600000000000001","10.7","17.3","-6.6","1","31","17","19.39","1","0.52","190","183.1","1","2.48","3","7.1424","0","0","-2","-1","0","0"
"C.J. Stroud","HST","18.3","19.6","-1.3000000000000007","18.3","19.6","-1.3","1","37","27","23.72","3","1","336","277.97","2","2.39","0","0","0","0","-1","-1","0","0"
"Bryce Young","CAR","8.2","11.5","-3.3000000000000007","8.2","11.5","-3.3","1","29","16","17.45","1","0.52","123","177.4","1","1.08","4","6.9936","0","0","-1","-1","0","0"
"Dak Prescott","DAL","16.2","18.1","-1.9000000000000021","16.2","18.1","-1.9","1","38","25","25.79","0","0.66","189","252.52","2","1.72","3","13.299","0","0","3","2.6362","0","0.03"
"Russell Wilson","DEN","14.5","16","-1.5","14.5","16","-1.5","1","35","27","24.12","0","0.67","259","226.24","1","1.82","0","0","0","0","1","1.9302","0","0.02"
"Jalen Hurts","PHI","19.9","16.7","3.1999999999999993","19.9","16.7","3.2","1","22","14","14.32","1","0.48","150","151.19","0","0.75","5","14.601","0","0.0095","24","27.9194","2","0.63"
"Sam Howell","WAS","20.8","23","-2.1999999999999993","20.8","23","-2.2","1","45","31","28.93","3","0.87","255","274.47","1","2.31","36","17.4375","1","0.323","0","0","0","0"
"Justin Fields","CHI","21.2","21.1","0.09999999999999787","21.2","21.1","0.1","1","23","16","14.29","0","0.64","169","182.24","1","1.06","50","33.6939","0","0.1425","54","54.9286","0","0.09"
"Jared Goff","DET","14.7","16.4","-1.6999999999999993","14.7","16.4","-1.7","1","35","23","23.68","3","0.73","236","253.89","2","1.58","4","7.1238","0","0","-1","-1","0","0"
"Joe Burrow","CIN","8.7","8.6","0.09999999999999964","8.7","8.6","0.1","1","17","11","12.64","0","0.33","101","120.33","1","0.85","7","7.3935","0","0","0","0","0","0"
"Patrick Mahomes","KC","17.9","23","-5.100000000000001","17.9","23","-5.1","1","43","24","26.96","1","1.03","177","294.7","2","1.97","38","41.9988","0","0.0285","0","0","0","0"
"Cooper Rush","DAL","0.3","1.1","-0.8","0.3","1.1","-0.8","1","3","2","1.95","0","0.07","15","33.5","0","0.03","0","0","0","0","-3","-3","0","0"
"Josh Allen","BUF","23.5","18","5.5","23.5","18","5.5","1","32","20","22.15","1","0.68","275","226.22","3","1.25","7","13.299","0","0.0475","8","10.6036","0","0.33"
"Justin Herbert","LAC","25.7","27.6","-1.9000000000000021","25.7","27.6","-1.9","1","36","21","21.32","0","0.95","260","249.47","2","3.48","74","41.6919","0","0.0285","-1","3.2826","0","0"